ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
1,0,44645,618128.65,5806271.26,5.44618530717959,6.22,1.1192,-1.1168,-0.0734,Car,1.9655,4.3005,
2,0.033367,44645,618128.8,5806271.12,5.45968530717959,6.22,1.2674,-1.2661,-0.0587,Car,1.9655,4.3005,
3,0.066733,44645,618128.96,5806270.98,5.47148530717959,6.22,1.4149,-1.4143,-0.0388,Car,1.9655,4.3005,
4,0.1001,44645,618129.12,5806270.84,5.48198530717959,6.22,1.5635,-1.5634,0.0109,Car,1.9655,4.3005,
5,0.133467,44645,618129.27,5806270.7,5.49148530717959,6.22,1.7151,-1.7128,0.0896,Car,1.9655,4.3005,
6,0.166833,44645,618129.43,5806270.56,5.50018530717959,6.22,1.8715,-1.8634,0.1737,Car,1.9655,4.3005,
7,0.2002,44645,618129.59,5806270.43,5.50828530717959,6.23,2.0303,-2.0139,0.2577,Car,1.9655,4.3005,
8,0.233567,44645,618129.74,5806270.29,5.51588530717959,6.24,2.1942,-2.1666,0.3466,Car,1.9655,4.3005,
9,0.266933,44645,618129.9,5806270.16,5.52328530717959,6.25,2.3604,-2.3199,0.4354,Car,1.9655,4.3005,
10,0.3003,44645,618130.06,5806270.02,5.53058530717959,6.27,2.53,-2.4751,0.5241,Car,1.9655,4.3005,
11,0.333667,44645,618130.21,5806269.89,5.53778530717959,6.28,2.6243,-2.6114,0.2599,Car,1.9655,4.3005,
12,0.367033,44645,618130.37,5806269.76,5.54508530717959,6.29,2.7754,-2.7548,0.3375,Car,1.9655,4.3005,
13,0.4004,44645,618130.54,5806269.63,5.55268530717959,6.3,2.9279,-2.8968,0.4254,Car,1.9655,4.3005,
14,0.433767,44645,618130.7,5806269.5,5.56038530717959,6.32,3.079,-3.0383,0.4991,Car,1.9655,4.3005,
