ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
1,0,48481,618134.65,5806264.0,5.36978530717959,7.63,0.6371,0.6287,-0.1031,Car,2.1139,4.5587,
2,0.033367,48481,618134.79,5806263.79,5.36238530717959,7.63,0.7156,0.711,-0.0813,Car,2.1139,4.5587,
3,0.066733,48481,618134.94,5806263.57,5.35608530717959,7.63,0.7971,0.7954,-0.052,Car,2.1139,4.5587,
4,0.1001,48481,618135.08,5806263.36,5.35048530717959,7.62,0.8781,0.8778,0.0211,Car,2.1139,4.5587,
5,0.133467,48481,618135.23,5806263.15,5.34568530717959,7.63,0.9687,0.9588,0.1377,Car,2.1139,4.5587,
6,0.166833,48481,618135.38,5806262.94,5.34128530717959,7.63,1.0706,1.0382,0.2615,Car,2.1139,4.5587,
7,0.2002,48481,618135.52,5806262.73,5.33728530717959,7.64,1.1804,1.1158,0.3853,Car,2.1139,4.5587,
8,0.233567,48481,618135.66,5806262.52,5.33358530717959,7.66,1.2991,1.1921,0.5164,Car,2.1139,4.5587,
9,0.266933,48481,618135.8,5806262.31,5.32998530717959,7.68,1.4232,1.2673,0.6476,Car,2.1139,4.5587,
10,0.3003,48481,618135.95,5806262.1,5.32648530717959,7.7,1.5517,1.3421,0.7787,Car,2.1139,4.5587,
11,0.333667,48481,618136.09,5806261.89,5.32298530717959,7.74,1.9846,1.4091,1.3976,Car,2.1139,4.5587,
12,0.367033,48481,618136.23,5806261.68,5.31948530717959,7.79,2.1039,1.4896,1.4858,Car,2.1139,4.5587,
13,0.4004,48481,618136.37,5806261.47,5.31588530717959,7.84,2.2549,1.5683,1.6202,Car,2.1139,4.5587,
14,0.433767,48481,618136.5,5806261.26,5.31218530717959,7.9,2.4135,1.6464,1.7647,Car,2.1139,4.5587,
15,0.467133,48481,618136.64,5806261.04,5.30828530717959,7.96,2.579,1.7229,1.919,Car,2.1139,4.5587,
16,0.5005,48481,618136.78,5806260.83,5.30418530717959,7.83,1.5656,1.2112,0.992,Car,2.1139,4.5587,
17,0.533867,48481,618136.91,5806260.61,5.29998530717959,7.87,1.6784,1.2839,1.0811,Car,2.1139,4.5587,
18,0.567233,48481,618137.05,5806260.4,5.29548530717959,7.91,1.7776,1.3514,1.1547,Car,2.1139,4.5587,
19,0.6006,48481,618137.18,5806260.18,5.29078530717959,7.95,1.874,1.4122,1.2318,Car,2.1139,4.5587,
20,0.633967,48481,618137.32,5806259.96,5.28578530717959,7.99,1.9679,1.4666,1.3122,Car,2.1139,4.5587,
21,0.667333,48481,618137.45,5806259.74,5.28048530717959,8.03,2.076,1.5137,1.4207,Car,2.1139,4.5587,
22,0.7007,48481,618137.58,5806259.51,5.27498530717959,8.08,2.1896,1.5546,1.542,Car,2.1139,4.5587,
23,0.734067,48481,618137.71,5806259.28,5.26928530717959,8.14,2.276,1.5881,1.6303,Car,2.1139,4.5587,
24,0.767433,48481,618137.84,5806259.06,5.26318530717959,8.19,2.3321,1.6152,1.6822,Car,2.1139,4.5587,
25,0.8008,48481,618137.97,5806258.83,5.25688530717959,8.25,2.3571,1.6356,1.6972,Car,2.1139,4.5587,
26,0.834167,48481,618138.1,5806258.59,5.25028530717959,8.3,2.3817,1.6495,1.718,Car,2.1139,4.5587,
27,0.867533,48481,618138.23,5806258.35,5.24338530717959,8.36,2.4194,1.6568,1.7631,Car,2.1139,4.5587,
28,0.9009,48481,618138.36,5806258.1,5.23608530717959,8.42,2.4399,1.6577,1.7904,Car,2.1139,4.5587,
29,0.934267,48481,618138.49,5806257.85,5.22858530717959,8.48,2.4296,1.6526,1.7811,Car,2.1139,4.5587,
30,0.967633,48481,618138.62,5806257.59,5.22078530717959,8.54,2.3881,1.641,1.7351,Car,2.1139,4.5587,
31,1.001,48481,618138.74,5806257.34,5.21278530717959,8.59,2.2332,1.6122,1.5453,Car,2.1139,4.5587,
32,1.034367,48481,618138.87,5806257.07,5.20448530717959,8.65,2.1877,1.5861,1.5068,Car,2.1139,4.5587,
33,1.067733,48481,618139.0,5806256.81,5.19608530717959,8.7,2.1492,1.5543,1.4843,Car,2.1139,4.5587,
34,1.1011,48481,618139.12,5806256.54,5.18768530717959,8.74,2.1044,1.5165,1.459,Car,2.1139,4.5587,
35,1.134467,48481,618139.24,5806256.26,5.17928530717959,8.79,2.0534,1.4728,1.4308,Car,2.1139,4.5587,
36,1.167833,48481,618139.37,5806255.99,5.17108530717959,8.84,1.9866,1.4235,1.3857,Car,2.1139,4.5587,
37,1.2012,48481,618139.49,5806255.71,5.16318530717959,8.87,1.9872,1.4171,1.3931,Car,2.1139,4.5587,
38,1.234567,48481,618139.61,5806255.43,5.15538530717959,8.91,1.9922,1.4083,1.4091,Car,2.1139,4.5587,
39,1.267933,48481,618139.73,5806255.14,5.14798530717959,8.95,1.987,1.3963,1.4136,Car,2.1139,4.5587,
