ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
1,0,43507,618184.62,5806291.86,0.345285307179586,11.7,0.1041,-0.0759,-0.0712,Car,1.8971,4.7875,
2,0.033367,43507,618184.99,5806291.99,0.344685307179586,11.7,0.1023,-0.0857,-0.0559,Car,1.8971,4.7875,
3,0.066733,43507,618185.36,5806292.13,0.344185307179586,11.69,0.1018,-0.0955,-0.0355,Car,1.8971,4.7875,
4,0.1001,43507,618185.73,5806292.26,0.343785307179586,11.69,0.1061,-0.105,0.0156,Car,1.8971,4.7875,
5,0.133467,43507,618186.1,5806292.39,0.343585307179586,11.7,0.1503,-0.1145,0.0973,Car,1.8971,4.7875,
6,0.166833,43507,618186.47,5806292.52,0.343385307179586,11.7,0.2217,-0.1239,0.1839,Car,1.8971,4.7875,
7,0.2002,43507,618186.83,5806292.65,0.343185307179586,11.71,0.3016,-0.1333,0.2706,Car,1.8971,4.7875,
8,0.233567,43507,618187.2,5806292.78,0.343085307179586,11.72,0.3894,-0.1426,0.3624,Car,1.8971,4.7875,
9,0.266933,43507,618187.57,5806292.91,0.343085307179586,11.73,0.4791,-0.1518,0.4544,Car,1.8971,4.7875,
10,0.3003,43507,618187.93,5806293.04,0.343185307179586,11.75,0.5694,-0.1612,0.5462,Car,1.8971,4.7875,
11,0.333667,43507,618188.3,5806293.17,0.343185307179586,11.77,0.881,-0.1654,0.8653,Car,1.8971,4.7875,
12,0.367033,43507,618188.67,5806293.31,0.343385307179586,11.8,0.9513,-0.1748,0.9351,Car,1.8971,4.7875,
13,0.4004,43507,618189.03,5806293.44,0.343485307179586,11.84,1.0418,-0.1842,1.0254,Car,1.8971,4.7875,
14,0.433767,43507,618189.4,5806293.57,0.343685307179586,11.87,1.127,-0.1934,1.1103,Car,1.8971,4.7875,
15,0.467133,43507,618189.77,5806293.7,0.343885307179586,11.91,1.2072,-0.2026,1.1901,Car,1.8971,4.7875,
16,0.5005,43507,618190.13,5806293.83,0.344185307179586,11.83,0.618,-0.1435,0.6011,Car,1.8971,4.7875,
17,0.533867,43507,618190.5,5806293.96,0.344485307179586,11.85,0.6705,-0.1524,0.6529,Car,1.8971,4.7875,
18,0.567233,43507,618190.87,5806294.1,0.344785307179587,11.87,0.7125,-0.1606,0.6941,Car,1.8971,4.7875,
19,0.6006,43507,618191.24,5806294.23,0.345185307179586,11.9,0.7569,-0.1682,0.738,Car,1.8971,4.7875,
20,0.633967,43507,618191.61,5806294.36,0.345485307179586,11.92,0.8039,-0.1752,0.7846,Car,1.8971,4.7875,
21,0.667333,43507,618191.98,5806294.5,0.345985307179586,11.95,0.8635,-0.1815,0.8443,Car,1.8971,4.7875,
