ID,TIMESTAMP,OBJID,UTM_X,UTM_Y,UTM_ANGLE,V,ACC,ACC_LAT,ACC_TAN,CLASS,WIDTH,LENGTH,TRAILER_ID
1,0,42872,618172.78,5806287.29,0.349785307179586,10.23,0.0953,0.0458,-0.0835,Car,2.0,5.5046,
2,0.033367,42872,618173.1,5806287.41,0.351685307179586,10.23,0.0836,0.0521,-0.0654,Car,2.0,5.5046,
3,0.066733,42872,618173.42,5806287.53,0.353285307179586,10.23,0.0716,0.0584,-0.0415,Car,2.0,5.5046,
4,0.1001,42872,618173.74,5806287.65,0.354585307179586,10.23,0.0672,0.0648,0.0179,Car,2.0,5.5046,
5,0.133467,42872,618174.07,5806287.78,0.355785307179587,10.23,0.1343,0.071,0.114,Car,2.0,5.5046,
6,0.166833,42872,618174.39,5806287.9,0.356685307179586,10.23,0.2289,0.0771,0.2155,Car,2.0,5.5046,
7,0.2002,42872,618174.7,5806288.02,0.357385307179586,10.24,0.3277,0.0834,0.317,Car,2.0,5.5046,
8,0.233567,42872,618175.02,5806288.14,0.358085307179587,10.26,0.4339,0.0897,0.4246,Car,2.0,5.5046,
9,0.266933,42872,618175.34,5806288.26,0.358585307179586,10.27,0.5408,0.0959,0.5322,Car,2.0,5.5046,
10,0.3003,42872,618175.66,5806288.38,0.358985307179586,10.29,0.6479,0.102,0.6398,Car,2.0,5.5046,
11,0.333667,42872,618175.98,5806288.5,0.359285307179586,10.31,0.738,0.1077,0.7301,Car,2.0,5.5046,
12,0.367033,42872,618176.3,5806288.62,0.359485307179586,10.34,0.8285,0.1143,0.8206,Car,2.0,5.5046,
13,0.4004,42872,618176.61,5806288.74,0.359585307179586,10.37,0.9296,0.121,0.9217,Car,2.0,5.5046,
14,0.433767,42872,618176.93,5806288.86,0.359685307179586,10.4,1.0113,0.1275,1.0032,Car,2.0,5.5046,
15,0.467133,42872,618177.25,5806288.98,0.359785307179586,10.44,1.0741,0.1341,1.0657,Car,2.0,5.5046,
16,0.5005,42872,618177.57,5806289.1,0.359785307179586,10.36,0.5276,0.0932,0.5193,Car,2.0,5.5046,
17,0.533867,42872,618177.89,5806289.22,0.359685307179586,10.37,0.578,0.0992,0.5694,Car,2.0,5.5046,
18,0.567233,42872,618178.21,5806289.34,0.359585307179586,10.39,0.6146,0.1049,0.6056,Car,2.0,5.5046,
19,0.6006,42872,618178.53,5806289.46,0.359485307179586,10.41,0.653,0.1102,0.6436,Car,2.0,5.5046,
20,0.633967,42872,618178.85,5806289.58,0.359285307179586,10.44,0.6931,0.1152,0.6834,Car,2.0,5.5046,
21,0.667333,42872,618179.18,5806289.7,0.359085307179586,10.46,0.7427,0.1196,0.733,Car,2.0,5.5046,
22,0.7007,42872,618179.5,5806289.82,0.358885307179587,10.49,0.8034,0.1239,0.7938,Car,2.0,5.5046,
23,0.734067,42872,618179.83,5806289.94,0.358585307179586,10.51,0.8571,0.1277,0.8476,Car,2.0,5.5046,
24,0.767433,42872,618180.15,5806290.06,0.358285307179586,10.54,0.9006,0.131,0.891,Car,2.0,5.5046,
25,0.8008,42872,618180.48,5806290.19,0.357985307179586,10.57,0.934,0.134,0.9243,Car,2.0,5.5046,
26,0.834167,42872,618180.81,5806290.31,0.357585307179586,10.6,0.9587,0.1365,0.9489,Car,2.0,5.5046,
27,0.867533,42872,618181.14,5806290.43,0.357285307179586,10.64,0.9902,0.1388,0.9804,Car,2.0,5.5046,
28,0.9009,42872,618181.47,5806290.55,0.356885307179586,10.67,1.0268,0.1405,1.0171,Car,2.0,5.5046,
29,0.934267,42872,618181.81,5806290.68,0.356385307179586,10.7,1.0532,0.142,1.0436,Car,2.0,5.5046,
30,0.967633,42872,618182.14,5806290.8,0.355985307179586,10.74,1.0696,0.1431,1.06,Car,2.0,5.5046,
31,1.001,42872,618182.48,5806290.93,0.355485307179586,10.77,1.0773,0.1437,1.0677,Car,2.0,5.5046,
32,1.034367,42872,618182.82,5806291.05,0.354985307179586,10.81,1.0917,0.1441,1.0822,Car,2.0,5.5046,
33,1.067733,42872,618183.16,5806291.18,0.354485307179586,10.85,1.1112,0.144,1.1019,Car,2.0,5.5046,
34,1.1011,42872,618183.5,5806291.3,0.353985307179586,10.88,1.1206,0.1436,1.1114,Car,2.0,5.5046,
35,1.134467,42872,618183.85,5806291.43,0.353485307179586,10.92,1.12,0.1427,1.1108,Car,2.0,5.5046,
36,1.167833,42872,618184.19,5806291.55,0.352985307179586,10.96,1.1104,0.1415,1.1014,Car,2.0,5.5046,
37,1.2012,42872,618184.54,5806291.68,0.352485307179586,10.99,1.1078,0.14,1.0989,Car,2.0,5.5046,
38,1.234567,42872,618184.88,5806291.81,0.351985307179587,11.03,1.1102,0.1381,1.1016,Car,2.0,5.5046,
39,1.267933,42872,618185.23,5806291.93,0.351485307179586,11.07,1.1027,0.1357,1.0943,Car,2.0,5.5046,
40,1.3013,42872,618185.58,5806292.06,0.350985307179586,11.1,1.0848,0.133,1.0767,Car,2.0,5.5046,
41,1.334667,42872,618185.93,5806292.19,0.350485307179587,11.14,1.1815,0.1285,1.1745,Car,2.0,5.5046,
42,1.368033,42872,618186.28,5806292.31,0.349985307179586,11.18,1.1485,0.1252,1.1416,Car,2.0,5.5046,
43,1.4014,42872,618186.63,5806292.44,0.349485307179586,11.22,1.1309,0.1211,1.1244,Car,2.0,5.5046,
44,1.434767,42872,618186.98,5806292.57,0.349085307179586,11.25,1.1231,0.1166,1.117,Car,2.0,5.5046,
45,1.468133,42872,618187.34,5806292.7,0.348685307179586,11.29,1.1255,0.1118,1.1199,Car,2.0,5.5046,
46,1.5015,42872,618187.69,5806292.82,0.348185307179587,11.33,1.1269,0.1065,1.1218,Car,2.0,5.5046,
47,1.534867,42872,618188.05,5806292.95,0.347785307179587,11.37,1.1171,0.1008,1.1126,Car,2.0,5.5046,
48,1.568233,42872,618188.4,5806293.08,0.347485307179586,11.4,1.1093,0.0947,1.1052,Car,2.0,5.5046,
49,1.6016,42872,618188.76,5806293.21,0.347085307179587,11.44,1.1117,0.0882,1.1082,Car,2.0,5.5046,
50,1.634967,42872,618189.12,5806293.34,0.346685307179587,11.48,1.1242,0.0816,1.1212,Car,2.0,5.5046,
51,1.668333,42872,618189.48,5806293.47,0.346385307179586,11.52,1.1517,0.0745,1.1493,Car,2.0,5.5046,
52,1.7017,42872,618189.84,5806293.6,0.346085307179586,11.55,1.1768,0.0673,1.1748,Car,2.0,5.5046,
53,1.735067,42872,618190.2,5806293.73,0.345785307179586,11.59,1.1858,0.0596,1.1843,Car,2.0,5.5046,
54,1.768433,42872,618190.56,5806293.86,0.345485307179586,11.63,1.1848,0.0518,1.1837,Car,2.0,5.5046,
55,1.8018,42872,618190.93,5806293.99,0.345185307179586,11.67,1.1737,0.0435,1.1729,Car,2.0,5.5046,
56,1.835167,42872,618191.29,5806294.12,0.344985307179586,11.71,1.171,0.0351,1.1705,Car,2.0,5.5046,
57,1.868533,42872,618191.66,5806294.25,0.344785307179587,11.75,1.1751,0.0263,1.1748,Car,2.0,5.5046,
58,1.9019,42872,618192.03,5806294.38,0.344585307179586,11.79,1.1675,0.0172,1.1674,Car,2.0,5.5046,
59,1.935267,42872,618192.4,5806294.51,0.344385307179587,11.83,1.1497,0.0077,1.1497,Car,2.0,5.5046,
60,1.968633,42872,618192.77,5806294.65,0.344185307179586,11.87,1.122,-0.0021,1.122,Car,2.0,5.5046,
61,2.002,42872,618193.15,5806294.78,0.344085307179586,11.9,1.1026,-0.0122,1.1025,Car,2.0,5.5046,
62,2.035367,42872,618193.52,5806294.91,0.343885307179586,11.94,1.09,-0.0226,1.0898,Car,2.0,5.5046,
63,2.068733,42872,618193.9,5806295.05,0.343785307179586,11.98,1.0659,-0.0334,1.0654,Car,2.0,5.5046,
64,2.1021,42872,618194.28,5806295.18,0.343685307179586,12.01,1.0317,-0.0445,1.0307,Car,2.0,5.5046,
65,2.135467,42872,618194.65,5806295.32,0.343585307179586,12.05,0.9875,-0.0559,0.986,Car,2.0,5.5046,
66,2.168833,42872,618195.04,5806295.45,0.343585307179586,12.08,0.952,-0.0677,0.9495,Car,2.0,5.5046,
67,2.2022,42872,618195.42,5806295.59,0.343585307179586,12.11,0.9234,-0.0798,0.92,Car,2.0,5.5046,
68,2.235567,42872,618195.8,5806295.73,0.343585307179586,12.14,0.8834,-0.0924,0.8786,Car,2.0,5.5046,
69,2.268933,42872,618196.19,5806295.87,0.343685307179586,12.17,0.8337,-0.1054,0.827,Car,2.0,5.5046,
70,2.3023,42872,618196.57,5806296.01,0.343785307179586,12.19,0.7743,-0.1187,0.7651,Car,2.0,5.5046,
71,2.335667,42872,618196.96,5806296.14,0.343885307179586,12.22,1.0444,-0.1417,1.0347,Car,2.0,5.5046,
72,2.369033,42872,618197.35,5806296.28,0.343985307179587,12.26,0.878,-0.1521,0.8647,Car,2.0,5.5046,
73,2.4024,42872,618197.74,5806296.42,0.344185307179586,12.28,0.8293,-0.1642,0.8128,Car,2.0,5.5046,
74,2.435767,42872,618198.13,5806296.56,0.344485307179586,12.31,0.7603,-0.1768,0.7394,Car,2.0,5.5046,
75,2.469133,42872,618198.52,5806296.7,0.344785307179587,12.33,0.6718,-0.1898,0.6445,Car,2.0,5.5046,
76,2.5025,42872,618198.91,5806296.85,0.345085307179586,12.35,0.2843,-0.2062,0.1957,Car,2.0,5.5046,
77,2.535867,42872,618199.3,5806296.99,0.345385307179586,12.35,0.2335,-0.2186,0.082,Car,2.0,5.5046,
78,2.569233,42872,618199.69,5806297.13,0.345785307179586,12.35,0.2278,-0.2278,0.0033,Car,2.0,5.5046,
79,2.6026,42872,618200.08,5806297.27,0.346285307179587,12.35,0.2387,-0.2336,-0.049,Car,2.0,5.5046,
80,2.635967,42872,618200.47,5806297.41,0.346785307179586,12.35,0.2476,-0.2359,-0.0751,Car,2.0,5.5046,
81,2.669333,42872,618200.86,5806297.55,0.347285307179586,12.35,0.2652,-0.2349,-0.1232,Car,2.0,5.5046,
82,2.7027,42872,618201.25,5806297.7,0.347885307179586,12.35,0.3037,-0.2412,-0.1845,Car,2.0,5.5046,
83,2.736067,42872,618201.64,5806297.84,0.348485307179586,12.36,0.3505,-0.2474,-0.2482,Car,2.0,5.5046,
84,2.769433,42872,618202.03,5806297.98,0.349085307179586,12.36,0.3959,-0.2535,-0.3042,Car,2.0,5.5046,
85,2.8028,42872,618202.42,5806298.13,0.349785307179586,12.36,0.437,-0.2595,-0.3516,Car,2.0,5.5046,
86,2.836167,42872,618202.8,5806298.27,0.350485307179587,12.37,0.4712,-0.2654,-0.3893,Car,2.0,5.5046,
87,2.869533,42872,618203.2,5806298.42,0.351485307179586,12.37,0.5163,-0.2712,-0.4394,Car,2.0,5.5046,
88,2.9029,42872,618203.6,5806298.56,0.352385307179587,12.37,0.5742,-0.2767,-0.5031,Car,2.0,5.5046,
89,2.936267,42872,618203.99,5806298.71,0.353285307179586,12.37,0.6248,-0.2821,-0.5574,Car,2.0,5.5046,
90,2.969633,42872,618204.38,5806298.86,0.354185307179586,12.36,0.6661,-0.2872,-0.6009,Car,2.0,5.5046,
91,3.003,42872,618204.77,5806299.0,0.355085307179587,12.36,0.6965,-0.2922,-0.6322,Car,2.0,5.5046,
92,3.036367,42872,618205.15,5806299.15,0.356085307179586,12.36,0.7402,-0.2968,-0.6781,Car,2.0,5.5046,
93,3.069733,42872,618205.53,5806299.29,0.357085307179586,12.35,0.7997,-0.3011,-0.7409,Car,2.0,5.5046,
94,3.1031,42872,618205.9,5806299.43,0.357985307179586,12.34,0.8482,-0.305,-0.7915,Car,2.0,5.5046,
95,3.136467,42872,618206.27,5806299.57,0.358785307179586,12.34,0.8834,-0.3083,-0.8279,Car,2.0,5.5046,
96,3.169833,42872,618206.65,5806299.71,0.359585307179586,12.33,0.9025,-0.3112,-0.8472,Car,2.0,5.5046,
97,0,42873,618178.57,5806293.86,3.43778530717959,0.52,0.0778,0.0188,-0.0755,Car,1.8697,5.0499,
98,0.033367,42873,618178.55,5806293.85,3.43858530717959,0.51,0.0626,0.0203,-0.0592,Car,1.8697,5.0499,
99,0.066733,42873,618178.53,5806293.84,3.43928530717959,0.51,0.0435,0.0218,-0.0377,Car,1.8697,5.0499,
100,0.1001,42873,618178.52,5806293.84,3.43998530717959,0.51,0.0281,0.023,0.0162,Car,1.8697,5.0499,
101,0.133467,42873,618178.5,5806293.83,3.44068530717959,0.51,0.1049,0.024,0.1021,Car,1.8697,5.0499,
102,0.166833,42873,618178.48,5806293.82,3.44138530717959,0.52,0.1954,0.0248,0.1938,Car,1.8697,5.0499,
103,0.2002,42873,618178.46,5806293.82,3.44198530717959,0.53,0.2863,0.0253,0.2852,Car,1.8697,5.0499,
104,0.233567,42873,618178.45,5806293.81,3.44248530717959,0.54,0.3829,0.026,0.382,Car,1.8697,5.0499,
